tGroup,round,epoch,target,outcome,probX,probY,probZ
1-2,0,581,2,2,0.11,0.07,0.91
1-2,0,582,2,2,0.21,0.16,0.74
1-2,0,583,2,2,0.20,0.15,0.76
1-2,0,584,2,2,0.10,0.07,0.92
1-2,0,585,2,2,0.19,0.15,0.78
1-2,0,586,2,2,0.18,0.14,0.79
1-2,0,587,0,0,0.48,0.27,0.24
1-2,0,588,0,0,0.66,0.28,0.29
1-2,0,589,1,1,0.25,0.77,0.11
1-2,0,590,2,2,0.17,0.06,0.89
1-2,0,591,2,2,0.10,0.06,0.91
1-2,0,592,1,1,0.23,0.78,0.11
1-2,0,593,2,2,0.14,0.18,0.62
1-2,0,594,1,1,0.13,0.51,0.28
1-2,0,595,0,0,0.64,0.31,0.28
1-2,0,596,0,0,0.54,0.27,0.21
1-2,0,597,2,2,0.12,0.06,0.91
1-2,0,598,1,1,0.16,0.53,0.23
1-2,0,599,1,1,0.25,0.81,0.09
1-2,0,600,1,1,0.24,0.82,0.09
1-2,0,601,1,1,0.14,0.59,0.21
1-2,0,602,2,2,0.20,0.18,0.73
1-2,0,603,1,1,0.13,0.62,0.21
1-2,0,604,2,2,0.10,0.09,0.90
1-2,0,605,1,1,0.21,0.85,0.09
1-2,0,606,2,2,0.15,0.09,0.88
1-2,0,607,0,0,0.51,0.35,0.18
1-2,0,608,1,1,0.22,0.84,0.09
1-2,0,609,1,1,0.21,0.85,0.09
1-2,0,610,0,0,0.53,0.33,0.17
1-2,0,611,2,2,0.21,0.17,0.73
1-2,0,612,0,0,0.68,0.32,0.24
1-2,0,613,2,2,0.11,0.07,0.90
1-2,0,614,2,2,0.18,0.07,0.88
1-2,0,615,2,2,0.16,0.20,0.58
1-2,0,616,2,2,0.20,0.14,0.78
1-2,0,617,1,1,0.22,0.81,0.11
1-2,0,618,2,2,0.09,0.07,0.92
1-2,0,619,1,1,0.13,0.58,0.24
1-2,0,620,2,2,0.18,0.16,0.78
1-2,0,621,2,2,0.15,0.07,0.90
1-2,0,622,0,0,0.64,0.30,0.27
1-2,0,623,0,0,0.56,0.27,0.20
1-2,0,624,0,0,0.60,0.26,0.19
1-2,0,625,2,2,0.19,0.06,0.89
1-2,0,626,0,0,0.62,0.24,0.19
1-2,0,627,1,1,0.27,0.79,0.09
1-2,0,628,2,2,0.19,0.06,0.89
1-2,0,629,2,2,0.22,0.13,0.77
1-2,0,630,2,2,0.17,0.17,0.61
1-2,0,631,2,2,0.20,0.12,0.80
1-2,0,632,0,0,0.70,0.24,0.29
1-2,0,633,2,2,0.21,0.11,0.80
1-2,0,634,1,1,0.15,0.52,0.25
1-2,0,635,2,2,0.17,0.06,0.90
1-2,0,636,2,2,0.09,0.06,0.92
1-2,0,637,1,1,0.14,0.57,0.23
1-2,0,638,2,2,0.19,0.14,0.79
1-2,0,639,2,2,0.14,0.19,0.63
1-2,0,640,2,2,0.09,0.06,0.93
1-2,0,641,2,2,0.15,0.06,0.91
1-2,0,642,1,1,0.20,0.81,0.11
1-2,0,643,2,2,0.14,0.06,0.91
1-2,0,644,1,1,0.12,0.60,0.25
1-2,0,645,1,1,0.12,0.63,0.23
1-2,0,646,2,2,0.13,0.08,0.91
1-2,0,647,0,0,0.65,0.31,0.27
1-2,0,648,2,2,0.09,0.07,0.92
1-2,0,649,1,1,0.12,0.65,0.20
1-2,0,650,2,2,0.08,0.08,0.92
1-2,0,651,2,2,0.16,0.17,0.78
1-2,0,652,2,2,0.08,0.08,0.92
1-2,0,653,2,2,0.08,0.08,0.92
1-2,0,654,2,2,0.08,0.07,0.93
1-2,0,655,1,1,0.19,0.84,0.10
1-2,0,656,1,1,0.18,0.85,0.10
1-2,0,657,0,0,0.65,0.31,0.26
1-2,0,658,2,2,0.16,0.15,0.79
1-2,0,659,1,1,0.11,0.65,0.20
1-2,0,660,2,2,0.15,0.16,0.79
1-2,0,661,2,2,0.13,0.07,0.91
1-2,0,662,1,1,0.11,0.67,0.20
1-2,0,663,2,2,0.07,0.08,0.92
1-2,0,664,2,2,0.12,0.23,0.62
1-2,0,665,2,2,0.07,0.07,0.93
1-2,0,666,0,0,0.53,0.30,0.20
1-2,0,667,2,2,0.13,0.20,0.65
1-2,0,668,0,0,0.57,0.27,0.22
1-2,0,669,2,2,0.08,0.06,0.93
1-2,0,670,2,2,0.14,0.17,0.68
1-2,0,671,0,0,0.70,0.25,0.30
1-2,0,672,2,2,0.19,0.12,0.82
1-2,0,673,2,2,0.08,0.06,0.94
1-2,0,674,2,2,0.18,0.12,0.83
1-2,0,675,2,2,0.09,0.05,0.94
1-2,0,676,0,0,0.70,0.23,0.30
1-2,0,677,2,2,0.09,0.05,0.93
1-2,0,678,2,2,0.09,0.05,0.94
1-2,0,679,2,2,0.18,0.11,0.83
1-2,0,680,2,2,0.17,0.11,0.84
1-2,0,681,0,0,0.61,0.21,0.23
1-2,0,682,2,2,0.09,0.05,0.94
1-2,0,683,0,0,0.64,0.21,0.22
1-2,0,684,0,0,0.75,0.20,0.28
1-2,0,685,0,0,0.77,0.20,0.26
1-2,0,686,0,0,0.70,0.19,0.18
1-2,0,687,1,1,0.18,0.54,0.20
1-2,0,688,2,2,0.20,0.05,0.90
1-2,0,689,2,2,0.19,0.05,0.90
1-2,0,690,2,2,0.18,0.05,0.90
1-2,0,691,1,1,0.26,0.79,0.09
1-2,0,692,2,2,0.16,0.15,0.65
1-2,0,693,2,2,0.09,0.05,0.93
1-2,0,694,2,2,0.19,0.10,0.82
1-2,0,695,2,2,0.09,0.05,0.94
1-2,0,696,2,2,0.15,0.14,0.69
1-2,0,697,2,2,0.08,0.05,0.94
1-2,0,698,0,0,0.65,0.20,0.21
1-2,0,699,2,2,0.09,0.05,0.94
1-2,1,0,2,0,0.77,0.29,0.63
1-2,1,1,2,0,0.76,0.24,0.61
1-2,1,2,2,0,0.71,0.26,0.68
1-2,1,3,2,2,0.65,0.24,0.70
1-2,1,4,2,2,0.62,0.22,0.70
1-2,1,5,2,2,0.58,0.23,0.73
1-2,1,6,2,2,0.55,0.22,0.76
1-2,1,7,0,2,0.45,0.21,0.71
1-2,1,8,2,2,0.55,0.18,0.68
1-2,1,9,1,2,0.47,0.19,0.71
1-2,1,10,2,2,0.47,0.23,0.72
1-2,1,11,2,2,0.42,0.22,0.71
1-2,1,12,1,2,0.38,0.21,0.72
1-2,1,13,2,2,0.36,0.23,0.67
1-2,1,14,2,2,0.34,0.24,0.71
1-2,1,15,0,2,0.28,0.22,0.67
1-2,1,16,2,2,0.37,0.19,0.64
1-2,1,17,2,2,0.33,0.20,0.69
1-2,1,18,1,2,0.30,0.20,0.71
1-2,1,19,2,2,0.31,0.20,0.64
1-2,1,20,0,2,0.23,0.23,0.70
1-2,1,21,2,2,0.32,0.22,0.67
1-2,1,22,2,2,0.31,0.18,0.65
1-2,1,23,1,2,0.26,0.19,0.68
1-2,1,24,2,2,0.26,0.22,0.65
1-2,1,25,2,2,0.23,0.22,0.69
1-2,1,26,2,2,0.25,0.19,0.67
1-2,1,27,2,2,0.24,0.18,0.69
1-2,1,28,2,2,0.23,0.21,0.75
1-2,1,29,2,2,0.22,0.20,0.75
1-2,1,30,2,2,0.21,0.18,0.75
1-2,1,31,2,2,0.20,0.17,0.76
1-2,1,32,1,2,0.18,0.17,0.76
1-2,1,33,2,2,0.19,0.21,0.75
1-2,1,34,1,2,0.18,0.20,0.75
1-2,1,35,2,2,0.18,0.23,0.73
1-2,1,36,1,2,0.16,0.21,0.71
1-2,1,37,2,2,0.18,0.22,0.67
1-2,1,38,2,2,0.17,0.24,0.72
1-2,1,39,2,2,0.16,0.24,0.75
1-2,1,40,1,2,0.14,0.22,0.72
1-2,1,41,1,2,0.14,0.26,0.67
1-2,1,42,0,2,0.12,0.30,0.65
1-2,1,43,2,2,0.15,0.27,0.63
1-2,1,44,1,2,0.16,0.26,0.63
1-2,1,45,2,2,0.16,0.31,0.62
1-2,1,46,2,2,0.16,0.28,0.64
1-2,1,47,2,2,0.15,0.25,0.64
1-2,1,48,2,2,0.13,0.25,0.69
1-2,1,49,2,2,0.15,0.21,0.67
1-2,1,50,2,2,0.15,0.21,0.69
1-2,1,51,2,2,0.14,0.21,0.72
1-2,1,52,0,2,0.11,0.23,0.73
1-2,1,53,2,2,0.16,0.21,0.72
1-2,1,54,2,2,0.16,0.18,0.70
1-2,1,55,2,2,0.15,0.17,0.72
1-2,1,56,2,2,0.15,0.19,0.76
1-2,1,57,1,2,0.14,0.19,0.75
1-2,1,58,0,2,0.11,0.22,0.71
1-2,1,59,0,2,0.13,0.21,0.67
1-2,1,60,2,2,0.15,0.18,0.66
1-2,1,61,2,2,0.17,0.16,0.65
1-2,1,62,0,2,0.14,0.17,0.61
1-2,1,63,2,2,0.19,0.15,0.63
1-2,1,64,2,2,0.18,0.18,0.69
1-2,1,65,2,2,0.18,0.15,0.67
1-2,1,66,1,2,0.16,0.17,0.69
1-2,1,67,0,2,0.15,0.18,0.59
1-2,1,68,1,2,0.17,0.18,0.59
1-2,1,69,2,2,0.18,0.18,0.57
1-2,1,70,2,2,0.16,0.19,0.63
1-2,1,71,0,2,0.15,0.19,0.55
1-2,1,72,2,2,0.19,0.17,0.60
1-2,1,73,1,2,0.17,0.19,0.58
1-2,1,74,2,2,0.18,0.19,0.57
1-2,1,75,1,2,0.16,0.21,0.57
1-2,1,76,2,2,0.17,0.22,0.58
1-2,1,77,1,2,0.16,0.23,0.59
1-2,1,78,1,2,0.15,0.28,0.51
1-2,1,79,0,2,0.13,0.30,0.48
1-2,1,80,2,2,0.18,0.28,0.51
1-2,1,81,0,2,0.15,0.27,0.48
1-2,1,82,2,2,0.17,0.24,0.50
1-2,1,83,0,2,0.16,0.24,0.47
1-2,1,84,0,2,0.20,0.22,0.38
1-2,1,85,1,2,0.23,0.22,0.44
1-2,1,86,0,2,0.22,0.24,0.32
1-2,1,87,2,2,0.25,0.22,0.41
1-2,1,88,2,2,0.25,0.20,0.44
1-2,1,89,0,2,0.23,0.21,0.38
1-2,1,90,1,2,0.26,0.23,0.40
1-2,1,91,1,2,0.24,0.26,0.37
1-2,1,92,0,2,0.24,0.27,0.29
1-2,1,93,1,2,0.27,0.29,0.33
1-2,1,94,2,2,0.28,0.32,0.37
1-2,1,95,2,2,0.23,0.28,0.43
1-2,1,96,0,2,0.23,0.27,0.40
1-2,1,97,1,2,0.26,0.29,0.36
1-2,1,98,2,2,0.26,0.28,0.41
1-2,1,99,2,2,0.26,0.26,0.44
1-2,1,100,2,2,0.24,0.26,0.50
1-2,1,101,2,2,0.24,0.24,0.53
1-2,1,102,2,2,0.23,0.25,0.60
1-2,1,103,2,2,0.21,0.23,0.61
1-2,1,104,1,2,0.20,0.26,0.56
1-2,1,105,2,2,0.20,0.25,0.59
1-2,1,106,2,2,0.20,0.23,0.61
1-2,1,107,1,2,0.18,0.26,0.62
1-2,1,108,2,2,0.17,0.27,0.63
1-2,1,109,0,2,0.18,0.26,0.50
1-2,1,110,0,2,0.21,0.24,0.45
1-2,1,111,1,2,0.22,0.25,0.53
1-2,1,112,0,2,0.21,0.27,0.43
1-2,1,113,2,2,0.26,0.27,0.47
1-2,1,114,0,2,0.25,0.23,0.38
1-2,1,115,2,2,0.28,0.21,0.49
1-2,1,116,1,2,0.25,0.26,0.45
1-2,1,117,2,2,0.23,0.25,0.52
1-2,1,118,0,2,0.23,0.24,0.45
1-2,1,119,2,2,0.27,0.22,0.51
1-2,1,120,1,2,0.25,0.25,0.51
1-2,1,121,1,2,0.24,0.30,0.42
1-2,1,122,2,2,0.24,0.31,0.51
1-2,1,123,2,2,0.23,0.27,0.51
1-2,1,124,1,2,0.21,0.32,0.46
1-2,1,125,0,2,0.21,0.31,0.42
1-2,1,126,2,2,0.25,0.31,0.47
1-2,1,127,1,2,0.22,0.33,0.43
1-2,1,128,2,2,0.22,0.30,0.50
1-2,1,129,2,2,0.22,0.31,0.57
1-2,1,130,0,2,0.22,0.27,0.40
1-2,1,131,0,2,0.25,0.25,0.37
1-2,1,132,0,2,0.27,0.24,0.40
1-2,1,133,0,2,0.31,0.23,0.37
1-2,1,134,0,0,0.36,0.21,0.34
1-2,1,135,0,0,0.41,0.20,0.32
1-2,1,136,2,2,0.43,0.22,0.44
1-2,1,137,1,0,0.40,0.24,0.35
1-2,1,138,2,2,0.37,0.22,0.42
1-2,1,139,0,0,0.39,0.21,0.30
1-2,1,140,2,2,0.38,0.21,0.47
1-2,1,141,1,2,0.35,0.23,0.45
1-2,1,142,1,2,0.34,0.30,0.35
1-2,1,143,2,2,0.31,0.27,0.44
1-2,1,144,1,2,0.30,0.33,0.37
1-2,1,145,1,1,0.28,0.38,0.34
1-2,1,146,1,1,0.26,0.44,0.32
1-2,1,147,2,2,0.26,0.41,0.44
1-2,1,148,2,2,0.23,0.36,0.47
1-2,1,149,1,2,0.23,0.38,0.45
1-2,1,150,2,2,0.23,0.40,0.50
1-2,1,151,2,2,0.22,0.37,0.54
1-2,1,152,1,1,0.21,0.42,0.42
1-2,1,153,2,2,0.19,0.37,0.53
1-2,1,154,2,2,0.20,0.34,0.54
1-2,1,155,2,2,0.20,0.34,0.61
1-2,1,156,2,2,0.19,0.31,0.64
1-2,1,157,2,2,0.18,0.28,0.64
1-2,1,158,2,2,0.18,0.26,0.66
1-2,1,159,2,2,0.18,0.27,0.71
1-2,1,160,2,2,0.18,0.24,0.69
1-2,1,161,2,2,0.18,0.27,0.69
1-2,1,162,1,2,0.16,0.30,0.62
1-2,1,163,2,2,0.16,0.25,0.70
1-2,1,164,2,2,0.16,0.26,0.73
1-2,1,165,2,2,0.16,0.24,0.75
1-2,1,166,2,2,0.15,0.23,0.76
1-2,1,167,1,2,0.14,0.30,0.64
1-2,1,168,2,2,0.15,0.26,0.73
1-2,1,169,2,2,0.15,0.25,0.75
1-2,1,170,0,2,0.15,0.23,0.60
1-2,1,171,2,2,0.16,0.22,0.72
1-2,1,172,1,2,0.15,0.30,0.59
1-2,1,173,1,2,0.15,0.29,0.61
1-2,1,174,0,2,0.16,0.28,0.48
1-2,1,175,1,2,0.16,0.37,0.45
1-2,1,176,1,1,0.15,0.42,0.41
1-2,1,177,2,2,0.16,0.35,0.56
1-2,1,178,2,2,0.16,0.32,0.55
1-2,1,179,1,2,0.15,0.35,0.53
1-2,1,180,2,2,0.15,0.33,0.57
1-2,1,181,1,2,0.14,0.38,0.52
1-2,1,182,2,2,0.13,0.36,0.57
1-2,1,183,2,2,0.14,0.34,0.62
1-2,1,184,2,2,0.14,0.30,0.62
1-2,1,185,1,2,0.13,0.36,0.56
1-2,1,186,1,1,0.13,0.47,0.45
1-2,1,187,1,2,0.13,0.45,0.48
1-2,1,188,2,2,0.13,0.42,0.52
1-2,1,189,2,2,0.13,0.39,0.60
1-2,1,190,2,2,0.13,0.36,0.59
1-2,1,191,2,2,0.13,0.33,0.62
1-2,1,192,0,2,0.14,0.34,0.43
1-2,1,193,1,2,0.13,0.36,0.53
1-2,1,194,2,2,0.14,0.39,0.52
1-2,1,195,0,2,0.15,0.31,0.44
1-2,1,196,0,2,0.18,0.30,0.35
1-2,1,197,1,2,0.16,0.39,0.40
1-2,1,198,0,1,0.20,0.32,0.30
1-2,1,199,2,2,0.18,0.27,0.52
1-2,1,200,2,2,0.17,0.26,0.57
1-2,1,201,1,2,0.17,0.33,0.49
1-2,1,202,0,2,0.20,0.30,0.36
1-2,1,203,2,2,0.20,0.27,0.51
1-2,1,204,2,2,0.18,0.25,0.58
1-2,1,205,2,2,0.19,0.25,0.59
1-2,1,206,2,2,0.18,0.25,0.66
1-2,1,207,1,2,0.18,0.35,0.48
1-2,1,208,1,2,0.16,0.34,0.51
1-2,1,209,1,1,0.16,0.45,0.40
1-2,1,210,2,2,0.17,0.34,0.54
1-2,1,211,2,2,0.16,0.31,0.59
1-2,1,212,2,2,0.16,0.30,0.61
1-2,1,213,2,2,0.16,0.29,0.67
1-2,1,214,2,2,0.15,0.28,0.69
1-2,1,215,2,2,0.15,0.26,0.71
1-2,1,216,1,2,0.14,0.33,0.59
1-2,1,217,2,2,0.14,0.27,0.68
1-2,1,218,2,2,0.13,0.25,0.70
1-2,1,219,1,2,0.14,0.39,0.52
1-2,1,220,2,2,0.15,0.36,0.59
1-2,1,221,2,2,0.13,0.26,0.71
1-2,1,222,2,2,0.14,0.25,0.70
1-2,1,223,2,2,0.13,0.24,0.71
1-2,1,224,1,2,0.13,0.37,0.57
1-2,1,225,2,2,0.13,0.26,0.71
1-2,1,226,2,2,0.14,0.32,0.65
1-2,1,227,1,2,0.12,0.39,0.56
1-2,1,228,2,2,0.12,0.28,0.69
1-2,1,229,1,2,0.12,0.42,0.53
1-2,1,230,1,2,0.12,0.47,0.48
1-2,1,231,2,2,0.12,0.34,0.64
1-2,1,232,2,2,0.12,0.31,0.66
1-2,1,233,2,2,0.12,0.29,0.68
1-2,1,234,2,2,0.12,0.29,0.74
1-2,1,235,0,2,0.13,0.29,0.51
1-2,1,236,2,2,0.12,0.23,0.71
1-2,1,237,2,2,0.12,0.23,0.72
1-2,1,238,2,2,0.12,0.23,0.75
1-2,1,239,2,2,0.12,0.22,0.76
1-2,1,240,2,2,0.12,0.21,0.77
1-2,1,241,2,2,0.12,0.21,0.78
1-2,1,242,2,2,0.12,0.19,0.76
1-2,1,243,0,2,0.14,0.22,0.52
1-2,1,244,2,2,0.13,0.17,0.75
1-2,1,245,2,2,0.12,0.16,0.78
1-2,1,246,2,2,0.14,0.22,0.70
1-2,1,247,0,2,0.15,0.18,0.57
1-2,1,248,0,2,0.17,0.18,0.52
1-2,1,249,2,2,0.15,0.14,0.74
1-2,1,250,0,2,0.19,0.17,0.49
1-2,1,251,1,2,0.17,0.27,0.48
1-2,1,252,1,2,0.16,0.25,0.54
1-2,1,253,2,2,0.16,0.19,0.64
1-2,1,254,1,2,0.16,0.35,0.42
1-2,1,255,2,2,0.16,0.23,0.66
1-2,1,256,1,2,0.15,0.39,0.41
1-2,1,257,1,2,0.14,0.35,0.48
1-2,1,258,1,1,0.15,0.49,0.34
1-2,1,259,1,1,0.14,0.44,0.41
1-2,1,260,2,2,0.14,0.35,0.54
1-2,1,261,0,1,0.18,0.39,0.26
1-2,1,262,2,2,0.15,0.29,0.57
1-2,1,263,2,2,0.16,0.30,0.62
1-2,1,264,1,1,0.15,0.48,0.36
1-2,1,265,1,1,0.14,0.44,0.43
1-2,1,266,2,2,0.14,0.34,0.56
1-2,1,267,1,1,0.14,0.46,0.43
1-2,1,268,2,1,0.15,0.46,0.45
1-2,1,269,2,2,0.13,0.31,0.62
1-2,1,270,2,2,0.14,0.31,0.61
1-2,1,271,0,1,0.18,0.34,0.33
1-2,1,272,2,2,0.15,0.27,0.67
1-2,1,273,2,2,0.16,0.34,0.55
1-2,1,274,2,2,0.15,0.24,0.67
1-2,1,275,1,2,0.15,0.42,0.45
1-2,1,276,1,1,0.15,0.48,0.41
1-2,1,277,2,2,0.14,0.30,0.68
1-2,1,278,0,2,0.17,0.31,0.39
1-2,1,279,2,2,0.16,0.26,0.68
1-2,1,280,0,2,0.20,0.28,0.37
1-2,1,281,0,2,0.22,0.26,0.35
1-2,1,282,0,2,0.27,0.26,0.28
1-2,1,283,2,2,0.22,0.21,0.64
1-2,1,284,2,2,0.22,0.20,0.66
1-2,1,285,0,2,0.28,0.21,0.35
1-2,1,286,0,0,0.34,0.21,0.28
1-2,1,287,1,1,0.30,0.36,0.32
1-2,1,288,2,2,0.26,0.21,0.63
1-2,1,289,1,1,0.27,0.40,0.32
1-2,1,290,2,2,0.23,0.22,0.61
1-2,1,291,2,2,0.23,0.23,0.66
1-2,1,292,1,1,0.24,0.43,0.35
1-2,1,293,0,2,0.29,0.27,0.31
1-2,1,294,1,1,0.26,0.47,0.30
1-2,1,295,0,0,0.33,0.32,0.23
1-2,1,296,2,2,0.27,0.26,0.54
1-2,1,297,2,2,0.25,0.22,0.62
1-2,1,298,0,0,0.36,0.27,0.27
1-2,1,299,1,1,0.30,0.44,0.31
1-2,1,300,1,1,0.29,0.49,0.29
1-2,1,301,2,2,0.25,0.29,0.56
1-2,1,302,2,2,0.23,0.24,0.64
1-2,1,303,2,2,0.23,0.25,0.68
1-2,1,304,1,1,0.24,0.49,0.34
1-2,1,305,2,2,0.21,0.28,0.62
1-2,1,306,1,2,0.20,0.40,0.48
1-2,1,307,2,2,0.20,0.30,0.61
1-2,1,308,1,2,0.19,0.43,0.47
1-2,1,309,0,1,0.27,0.35,0.29
1-2,1,310,2,2,0.24,0.39,0.47
1-2,1,311,1,1,0.23,0.53,0.32
1-2,1,312,2,2,0.19,0.28,0.64
1-2,1,313,1,1,0.21,0.56,0.32
1-2,1,314,2,2,0.19,0.32,0.61
1-2,1,315,2,2,0.18,0.30,0.64
1-2,1,316,2,2,0.17,0.25,0.71
1-2,1,317,2,2,0.17,0.25,0.72
1-2,1,318,2,2,0.17,0.25,0.75
1-2,1,319,2,2,0.19,0.33,0.61
1-2,1,320,2,2,0.16,0.22,0.78
1-2,1,321,1,1,0.17,0.48,0.45
1-2,1,322,2,2,0.16,0.24,0.77
1-2,1,323,1,1,0.17,0.51,0.42
1-2,1,324,2,2,0.15,0.24,0.73
1-2,1,325,0,2,0.22,0.29,0.39
1-2,1,326,2,2,0.17,0.24,0.69
1-2,1,327,2,2,0.16,0.22,0.76
1-2,1,328,1,1,0.18,0.49,0.40
1-2,1,329,1,2,0.15,0.40,0.51
1-2,1,330,1,1,0.17,0.59,0.32
1-2,1,331,1,1,0.15,0.48,0.44
1-2,1,332,2,2,0.15,0.36,0.61
1-2,1,333,1,1,0.14,0.50,0.44
1-2,1,334,2,2,0.14,0.36,0.61
1-2,1,335,2,2,0.15,0.45,0.51
1-2,1,336,0,1,0.22,0.38,0.28
1-2,1,337,2,2,0.16,0.27,0.72
1-2,1,338,1,1,0.17,0.57,0.33
1-2,1,339,2,2,0.15,0.26,0.69
1-2,1,340,0,1,0.24,0.35,0.27
1-2,1,341,1,1,0.19,0.56,0.30
1-2,1,342,2,2,0.17,0.28,0.64
1-2,1,343,1,1,0.18,0.58,0.31
1-2,1,344,0,1,0.24,0.33,0.29
1-2,1,345,0,1,0.28,0.31,0.27
1-2,1,346,0,0,0.32,0.28,0.26
1-2,1,347,0,0,0.39,0.30,0.20
1-2,1,348,2,2,0.31,0.32,0.45
1-2,1,349,2,2,0.25,0.19,0.67
1-2,1,350,0,0,0.41,0.25,0.24
1-2,1,351,2,2,0.27,0.17,0.68
1-2,1,352,2,2,0.30,0.27,0.54
1-2,1,353,2,2,0.29,0.25,0.58
1-2,1,354,2,2,0.23,0.15,0.76
1-2,1,355,2,2,0.23,0.13,0.78
1-2,1,356,2,2,0.25,0.23,0.64
1-2,1,357,2,2,0.21,0.13,0.80
1-2,1,358,1,2,0.24,0.41,0.42
1-2,1,359,2,2,0.22,0.25,0.65
1-2,1,360,2,2,0.19,0.16,0.81
1-2,1,361,2,2,0.18,0.14,0.81
1-2,1,362,0,2,0.32,0.20,0.37
1-2,1,363,1,1,0.25,0.42,0.39
1-2,1,364,2,2,0.19,0.18,0.79
1-2,1,365,2,2,0.20,0.18,0.74
1-2,1,366,2,2,0.19,0.18,0.75
1-2,1,367,0,2,0.31,0.19,0.40
1-2,1,368,2,2,0.21,0.13,0.79
1-2,1,369,2,2,0.20,0.15,0.81
1-2,1,370,1,1,0.24,0.43,0.39
1-2,1,371,0,0,0.35,0.23,0.30
1-2,1,372,1,1,0.27,0.47,0.33
1-2,1,373,2,2,0.24,0.28,0.60
1-2,1,374,2,2,0.23,0.26,0.63
1-2,1,375,1,1,0.23,0.49,0.36
1-2,1,376,0,2,0.32,0.22,0.35
1-2,1,377,2,2,0.24,0.27,0.61
1-2,1,378,2,2,0.20,0.18,0.79
1-2,1,379,1,1,0.24,0.50,0.34
1-2,1,380,2,2,0.22,0.28,0.63
1-2,1,381,2,2,0.18,0.17,0.78
1-2,1,382,1,1,0.22,0.52,0.35
1-2,1,383,1,2,0.17,0.38,0.53
1-2,1,384,2,2,0.16,0.23,0.77
1-2,1,385,1,1,0.20,0.60,0.30
1-2,1,386,0,2,0.29,0.29,0.30
1-2,1,387,0,0,0.35,0.32,0.23
1-2,1,388,2,2,0.20,0.21,0.74
1-2,1,389,1,2,0.21,0.40,0.46
1-2,1,390,0,0,0.38,0.32,0.20
1-2,1,391,2,2,0.23,0.25,0.62
1-2,1,392,1,2,0.22,0.41,0.43
1-2,1,393,2,2,0.21,0.21,0.70
1-2,1,394,2,2,0.20,0.20,0.72
1-2,1,395,2,2,0.20,0.25,0.66
1-2,1,396,2,2,0.19,0.24,0.69
1-2,1,397,1,1,0.24,0.58,0.29
1-2,1,398,1,2,0.18,0.45,0.46
1-2,1,399,2,2,0.20,0.38,0.55
1-2,1,400,2,2,0.17,0.20,0.76
1-2,1,401,2,2,0.19,0.34,0.61
1-2,1,402,0,2,0.31,0.25,0.33
1-2,1,403,2,2,0.19,0.22,0.71
1-2,1,404,2,2,0.18,0.21,0.73
1-2,1,405,2,2,0.18,0.20,0.75
1-2,1,406,0,0,0.36,0.24,0.29
1-2,1,407,0,0,0.38,0.20,0.33
1-2,1,408,2,2,0.26,0.25,0.63
1-2,1,409,0,0,0.41,0.18,0.33
1-2,1,410,2,2,0.28,0.23,0.64
1-2,1,411,1,2,0.24,0.32,0.52
1-2,1,412,0,0,0.45,0.22,0.25
1-2,1,413,2,2,0.24,0.16,0.78
1-2,1,414,2,2,0.24,0.13,0.78
1-2,1,415,1,1,0.31,0.50,0.29
1-2,1,416,2,2,0.21,0.18,0.78
1-2,1,417,2,2,0.25,0.26,0.63
1-2,1,418,1,2,0.21,0.36,0.51
1-2,1,419,2,2,0.20,0.21,0.71
1-2,1,420,2,2,0.18,0.17,0.78
1-2,1,421,2,2,0.18,0.16,0.79
1-2,1,422,1,1,0.25,0.55,0.31
1-2,1,423,1,2,0.18,0.42,0.48
1-2,1,424,1,1,0.23,0.63,0.25
1-2,1,425,1,1,0.22,0.66,0.24
1-2,1,426,0,1,0.35,0.35,0.20
1-2,1,427,2,2,0.17,0.24,0.75
1-2,1,428,2,2,0.17,0.23,0.76
1-2,1,429,0,0,0.37,0.26,0.26
1-2,1,430,2,2,0.20,0.23,0.68
1-2,1,431,2,2,0.19,0.22,0.70
1-2,1,432,1,1,0.26,0.60,0.26
1-2,1,433,2,2,0.21,0.32,0.60
1-2,1,434,0,0,0.40,0.27,0.24
1-2,1,435,2,2,0.23,0.28,0.62
1-2,1,436,2,2,0.19,0.19,0.75
1-2,1,437,1,2,0.19,0.39,0.50
1-2,1,438,0,0,0.42,0.26,0.23
1-2,1,439,2,2,0.20,0.18,0.79
1-2,1,440,2,2,0.20,0.20,0.73
1-2,1,441,1,2,0.20,0.41,0.47
1-2,1,442,1,1,0.27,0.62,0.24
1-2,1,443,0,0,0.42,0.29,0.20
1-2,1,444,2,2,0.21,0.23,0.69
1-2,1,445,2,2,0.20,0.16,0.77
1-2,1,446,2,2,0.18,0.19,0.79
1-2,1,447,0,0,0.45,0.24,0.23
1-2,1,448,2,2,0.25,0.28,0.62
1-2,1,449,2,2,0.20,0.15,0.80
1-2,1,450,2,2,0.19,0.16,0.82
1-2,1,451,2,2,0.19,0.15,0.83
1-2,1,452,2,2,0.19,0.17,0.77
1-2,1,453,2,2,0.22,0.24,0.69
1-2,1,454,0,0,0.44,0.19,0.29
1-2,1,455,0,0,0.49,0.18,0.27
1-2,1,456,2,2,0.23,0.15,0.77
1-2,1,457,2,2,0.21,0.13,0.84
1-2,1,458,2,2,0.21,0.14,0.78
1-2,1,459,2,2,0.20,0.12,0.85
1-2,1,460,2,2,0.19,0.12,0.85
1-2,1,461,2,2,0.19,0.12,0.86
1-2,1,462,1,2,0.20,0.33,0.54
